text,label_binary,label_original,dataset_name
পিনাকী ইন্ডিয়ার কাছ থেকে টাকা খাইছে শিউর এই পিনাকি নিজেই র এর লোক দেশ জংগি রাষ্ট হয়ে গেছে শেখ হাসিনা যাওয়ার পর এইটা প্রমাণ করার কোন সুযোগ পিনাকি হাত ছাড়া করতেছে না নায়িকা দের শো রুম উদ্বোধনে বাধা দেয়া থেকে শুরু করে এমন কোন নেগেটিভ কাজ নাই যা ধর্ম এর দোহাই দিয়ে পিনাকি করাচ্ছে না পিনাকি এতো কিছু করতে পারে কিন্তু পিনাকি ইলিয়াস গং এরা দেশে আসতে পারে না,0,Non-Sarcastic,banglasarc3
সেরা অভিনেতরি ছানিলিয়ান হাসু আপা,1,Sarcastic,banglasarc3
তবে আমি খুব আসা করছিলাম তাসকিন জায়গা পাবে,0,Non-Sarcastic,banglasarc3
এটাই জীবনের মানে,0,Non-Sarcastic,banglasarc3
আহ সেই টেস তামিম আচার,1,Sarcastic,banglasarc3
আল্লাহ আমাদের হেদায়েত দিন যেন আমরা সবাই সৎ ও ন্যায়পরায়ণ জীবনযাপন করতে পারি,0,Non-Sarcastic,banglasarc3
আমার লাইফেও এমন কেও আজ প্রজনত আসে নাই,1,Sarcastic,banglasarc3
ঘটনা কতোটুকু সত্যি,0,Non-Sarcastic,banglasarc3
লেখকের মতে ইতিহাস শুধুমাত্র তাদের উপকারে আসে যারা এর মাধ্যমে ব্যক্তিগত বা রাজনৈতিক স্বার্থ হাসিল করে,0,Non-Sarcastic,banglasarc3
সিনেমার ক্লিপ দেখে বমি চলে আসলো ভুটকি অপু,1,Sarcastic,banglasarc3
ডিবি হারুন কে খুব মিস করছি তিনি অন্তত ভাত টা খাওয়াতো ডিম না দিলেও,1,Sarcastic,banglasarc3
এটা কিছুটা হলেও সফল হবে দেখে নিয়েন এতো দিন ওরা খিচ মেরে বসে ছিল ওদেরকে ধরে কিনা পর্যবেক্ষণ করছিল এই উপদেষ্টা পরিষদ ব্যর্থ নতুন করে সাজাতে হবে,0,Non-Sarcastic,banglasarc3
আল্লাহ আমার এমন একটা ধৈর্য আলা গার্লফ্রেন্ড দাও,1,Sarcastic,banglasarc3
লাভ বাইট বলতে কী কামড় দিয়া দাঁতের দাগ বসানোরে নি বলে আমিতো অন্য কিছু ভাবতাম,1,Sarcastic,banglasarc3
কম টাকায় তারা বেশি ভাল ফোন দেয় তো তাই এই অবস্থা,0,Non-Sarcastic,banglasarc3
লোক লজ্জায় বলতে পারি না ব্রাজিল যে আমার প্রিয় দল,1,Sarcastic,banglasarc3
এই যুগেও এমন মানুষ আছে দেখে মনে শান্তি পাই,0,Non-Sarcastic,banglasarc3
আসলেই আমরা ভুল মানুষকে নিজেদের পছন্দের ব্যক্তি বানিয়ে ফেলি ঠিক যেমনটা আমি স্যার কে বানিয়ে ছিলাম কিন্তু এইটা দেখে অত্যন্ত কষ্ট লাগলো এদের ইসলামের কিছু দেখলেই হটাৎ গায়ে লাগে কেন ভাই আপনি কি সিম্পল ইসলামের মৌলিক বিষয় শিরক এর কনসেপ্ট জানেন না আগে না জানলে জেনে আসেন তারপর অন্য কাউকে নিয়ে এইভাবে ট্রল করিয়েন,0,Non-Sarcastic,banglasarc3
আলহামদুলিল্লাহ আমি গর্বিত উত্তরবঙ্গের একজন সন্তান হয়ে,0,Non-Sarcastic,banglasarc3
এভাবেই প্রোগ্রামের ভুলের কারনে একসময় মানুষ খুন করা স্টার্ট করবে যা অনেক বছর আগে থেকেই সাইন্স ফিকশন রাইটাররা বলে আসছে,0,Non-Sarcastic,banglasarc3
কোচিং সেন্টারগুলো এক্সাম প্রাইজমানির জন্য ছাত্রদের আকৃষ্ট করে এবং ফ্রি কোর্স অফার করে,0,Non-Sarcastic,banglasarc3
তোরা আবার ধর্মের কথা কস তোদের আবার ধর্ম আছে,0,Non-Sarcastic,banglasarc3
যতদ্রুত সম্ভব লক্কর ঝক্কর গাড়িগুলাকে বিদায় জানানো উচিত,0,Non-Sarcastic,banglasarc3
তাই আজই আমাদের ৩০ সুবিধা কি কি রয়েছে সেগুলো দেখতে ফ্রী ভিজিট করুন আমাদের সুপার হোমে,1,Sarcastic,banglasarc3
পরিবেশ ও স্বাস্থ্য রক্ষায় নিম গাছ সত্যিই এক অনন্য উপহার,0,Non-Sarcastic,banglasarc3
কিন্তু সাব্বির কখনো আমেরিকার হয়ে খেলতে যাবে না কারন আমেরিকায় এখন টিকটক ব্যান করেছে,1,Sarcastic,banglasarc3
অনেক সুন্দর বিষয় নিয়ে আলোচনা করেছেন ধন্যবাদ,0,Non-Sarcastic,banglasarc3
এমন একটা রোবট থাকলে এর অভাবটা দূর হতো,1,Sarcastic,banglasarc3
ইস আমার যুদি একটা বান্ধবী থাকত,1,Sarcastic,banglasarc3
এই যে বস শুরু করেন,1,Sarcastic,banglasarc3
হয়তো খুশির কথা কিন্তু দাবা খেলা হারাম সেখানে আলহামদুলিল্লাহ বলে কোন হিসেবে বুঝে আসেনা,0,Non-Sarcastic,banglasarc3
